schema_name,procedure_name,type_desc,create_date,modify_date,days_between_create_modify,source_availability,definition_length,definition_preview
dbo,SearchEpmMappableInsPlansByPayerId,SQL_STORED_PROCEDURE,2015-11-18 00:15:10.693,2025-05-21 07:55:43.720,3472,Has Source,3521,"CREATE PROC [dbo].[SearchEpmMappableInsPlansByPayerId]
    @PayerID    VARCHAR(50),
    @OfficeNum  VARCHAR(8)
AS
BEGIN
    SET NOCOUNT ON;
    
    -- There are plenty of plans that don't have a default schedule.
    -- Exclude these or they will blow up when we try to map them
    WITH PlansWithDefaultSchedule AS
    (
        SELECT DISTINCT
                PlanID
        FROM    InsSchedule
        WHERE   VersionId = 261 -- Default Schedule
    ),
    SearchablePlans AS
    (    
		SELECT  "
dbo,SetupNewOffice,SQL_STORED_PROCEDURE,2016-08-31 00:04:07.390,2025-05-13 07:54:50.350,3177,Has Source,16113,"-- =============================================
-- Author:		SpenRu
-- Create date: 05/05/2016
-- Description:	Add New Office
-- =============================================
CREATE PROCEDURE [dbo].[SetupNewOffice]
	@ExistingOfficeNum varchar(10),
	@NewOfficeNum varchar(8),
	@UserId int,
	@IsShadowOffice bit = 0,
	@ExternalOfficeNum varchar(8) = null,
	@CompanyId varchar(10) = null
	WITH RECOMPILE	

AS
	DECLARE @OfficeOperationalStatus INT = 10361
	DECLARE @ExistingCompanyID varchar(20)
	DECLARE"
dbo,FixPatientInsuranceAddressAndPhone,SQL_STORED_PROCEDURE,2019-06-20 13:20:27.277,2025-05-07 07:56:52.540,2148,Has Source,5272,"CREATE PROCEDURE [dbo].[FixPatientInsuranceAddressAndPhone]
    @PatientID INT
AS
BEGIN
    SET QUOTED_IDENTIFIER ON;
    SET ANSI_NULLS ON;
    SET NOCOUNT ON;

    DECLARE @LocalPatientID INT = @PatientID;

    -- Temporary table to hold IDs and related info for InsuranceSubscriber
    DECLARE @table table (ID int, InsSubscriberID int);

    DECLARE @tmpInvalidInfo TABLE
    (
        InsSubscriberID INT,
        AddressID INT,
        PhoneID INT,
        PatientID INT
    );

    INSERT INTO"
dbo,Scheduler_TemplatesByStartAndEndDateAndResourceIDs_Get,SQL_STORED_PROCEDURE,2023-07-09 07:54:26.850,2025-03-31 07:55:11.810,631,Has Source,2706,"CREATE PROCEDURE [Scheduler_TemplatesByStartAndEndDateAndResourceIDs_Get] 
	@resourceIDs VARCHAR(MAX)
	,@locationID INT
	,@startDate DATETIME = NULL
	,@endDate DATETIME = NULL
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	--Create Temporary Table for ResourceIDs

	IF OBJECT_ID('tempdb..#ResourcesIDTable') IS NOT NULL drop table #ResourcesIDTable
	CREATE TABLE #ResourcesIDTable (ID INT);

	DECLARE @compatibility int;
	select @compatibility= compatibility_level  FR"
dbo,Scheduler_PatientInsurancesGridList_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:06.830,2025-03-26 07:56:29.917,4034,Has Source,2024,"
-- =============================================
-- Author:		Joel Deister
-- Create date: 03/17/2010
-- Description:	Gets all insurance detail collections for patient.
-- added coverage type -ali
-- added expiredate and DESC -kdinh
-- added planId to join of InsuranceEligibility and added the insEligibilityId to the return list
-- =============================================

CREATE PROCEDURE [Scheduler_PatientInsurancesGridList_Get]
	@patientId INT = NULL
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSA"
dbo,Scheduler_AvailableDateRange_Delete,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.973,2025-02-10 07:55:53.507,3990,Has Source,955,"-- =============================================
-- FileName:	Scheduler_AvailableDateRange_Delete
-- Description:	deletes available date range entry
-- Author:		Milenko Djuricin
-- Example:		Scheduler_AvailableDateRange_Delete 4
-- History:		Date		Initials	Description
--				03/18/2010	MD			Created
--				10/28/2010	MD			Added deletes to 
-- =============================================
CREATE PROCEDURE [Scheduler_AvailableDateRange_Delete]
	@range_no int
AS
BEGIN

	SET NOCOUNT ON;
	SET TRANSACTIO"
dbo,Scheduler_Service_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.637,2025-01-30 17:57:36.550,3979,Has Source,2048,"-- =============================================
-- Author:		Joel Deister
-- Create date: 3/2/2010
-- Description:	Gets the service information.
-- History:		Initials		Date			Description
--				AA				3/22/2012		Modified for WebScheduler
-- =============================================

CREATE PROCEDURE [dbo].[Scheduler_Service_Get] 
	@ServiceID	INT = NULL,
	@CompanyID VARCHAR(50) = NULL,
	@DurationMethodSetting INT = NULL,
	@OfficeId INT = NULL

AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATIO"
dbo,GetDuplicateUsernamesByCompany,SQL_STORED_PROCEDURE,2025-01-08 07:56:11.600,2025-01-13 15:36:16.710,5,Has Source,3107,"-- ===================================================================================
-- Author:		Tony Tu
-- Create date: 2024-12-30
-- Description:	for the specified company, run the stored procedure 
--				to find out the duplicate usernames that exist in other companies.
-- Usage:		EXEC	[dbo].[GetDuplicateUsernamesByCompany] @CompanyID = N'ULOGIN1'
-- ===================================================================================
CREATE PROCEDURE [dbo].[GetDuplicateUsernamesByCompany]
	@"
dbo,Scheduler_ServiceGroupServices_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.777,2025-01-01 07:56:01.573,3950,Has Source,866,"CREATE PROCEDURE [Scheduler_ServiceGroupServices_Get] 

-- =============================================
-- File Name:	Scheduler_ServiceGroupServices_Get.sql
-- Description:	This Stored Procedure Gets the services to compile a service group.
-- Author:	Ali atabek
-- Example: exec [Scheduler_ServiceGroupServices_Get] 
-- History:	Date		Initials	Description
--			03/31/2010	AA			Created
--			03/22/2012	AA			WebScheduler adaptation
-- =============================================
	
AS
	"
dbo,Scheduler_Services_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.910,2025-01-01 07:56:01.560,3950,Has Source,1846,"
-- =============================================
-- Author:		B. VanHorne
-- Create date: 1/4/2010
-- Description:	Gets the services for scheduling.
-- AA        3/21/2012     Modified for WebScheduler
-- JD		05/22/2012	   Modified for WebScheduler
-- =============================================

CREATE PROCEDURE [Scheduler_Services_Get] 
	@OfficeId			INT = NULL,
	@IncludeActiveOnly	BIT = NULL 
AS
BEGIN
	SET NOCOUNT ON;

	DECLARE @services TABLE
	(
		prd_no			INT,
		ViewOrder		INT,
		ExamType		"
dbo,GetMonthlyProductionSummary,SQL_STORED_PROCEDURE,2016-03-09 00:02:23.913,2025-01-01 07:56:01.553,3220,Has Source,1531,"CREATE PROCEDURE [dbo].[GetMonthlyProductionSummary]
@fromdate datetime,
@todate datetime,
@officeNumList varchar(max),
@drlist varchar(max),
@IncludeOldSystemCredit as bit

AS
BEGIN
	SET NOCOUNT ON;


SELECT ID as OfficeID INTO #OfficeList from GetOfficeNumber(@officeNumList)

    select newId() as id,
    sum(Discount) as Discount, 
    sum(Tax) as Tax,
    sum(Retail) as Retail,
	sum(CustomerAmount) as CustomerAmount,
	sum(Allowance) as Allowance,
	sum(InsReceivable) as InsReceivable,
	sum(Co"
dbo,CopyPracticeData,SQL_STORED_PROCEDURE,2016-01-20 00:42:01.247,2025-01-01 07:56:01.550,3269,Has Source,9514,"/*************************************************************************************
************************COPY PRACTICE DATA**********************************
-- This stored procedure copies over data from one practice to another.
-- Copied data includes: insurance, providers, lab mappings, patients, appointments,
-- frame, eyeglasses lens, contact lens, accessory mappings  etc.

-- Caveats:
-- You need an office to copy data from. This should be your @CopyFromOfficeNum
-- You need an offic"
dbo,CreateCLExamRx,SQL_STORED_PROCEDURE,2011-10-26 11:43:57.193,2025-01-01 07:56:01.543,4816,Has Source,2264,"-- =============================================
create PROCEDURE [dbo].CreateCLExamRx
	@IsCatalogItem bit,  --This will be true if AcuityLogic and original system is using catalog and has same OPC code identifier
	@CLStyle AS int,  --This will be AcuityLogic CLStyleID (table CLSTyle), which will come from mapping table/column
	@CLColor AS varchar(50), --This will be AcuityLogic CLColorCode (table CLColor), which will come from mapping table/column
	@Base AS decimal(8,2),
	@Sph AS decimal("
dbo,LookupCLItem,SQL_STORED_PROCEDURE,2011-08-16 17:39:07.067,2025-01-01 07:56:01.540,4887,Has Source,6191,"-- =============================================
CREATE PROCEDURE [dbo].[LookupCLItem]
    @IsCatalogItem bit,  --This will be true if AcuityLogic and original system is using catalog and has same OPC code identifier
    @CLManufacturer AS varchar(20), -----new changes
    @CLStyle AS int,  --This will be AcuityLogic CLStyleID (table CLSTyle), which will come from mapping table/column
    @CLColor AS varchar(50), --This will be AcuityLogic CLColorCode (table CLColor), which will come from m"
dbo,Scheduler_CompanyServices_Get,SQL_STORED_PROCEDURE,2018-10-16 09:46:45.137,2025-01-01 07:56:01.533,2269,Has Source,541,"
CREATE PROCEDURE [Scheduler_CompanyServices_Get] 
	@CompanyId			VARCHAR(8) = NULL	
AS
BEGIN
	SET NOCOUNT ON;

	SELECT  IE.ID AS [prd_no],
		IE.ItemNum AS [prd_style_name],
		ISNULL(IC.CompanyItemName, IE.ItemName) AS [prd_desc]         
     FROM          
          Item IE WITH (NOLOCK)           
          INNER JOIN ItemCompanyMapping IC WITH (NOLOCK) ON  IE.ID = IC.ItemID
     WHERE
		  IE.ItemType = 6 AND
		  IE.Active = 1 AND
          IC.CompanyID = @CompanyId         
     ORDER BY     "
dbo,UpdateItemCostInItemCompanyMapping,SQL_STORED_PROCEDURE,2009-12-17 21:56:14.237,2025-01-01 07:56:01.530,5494,Has Source,763,"

CREATE PROCEDURE [dbo].[UpdateItemCostInItemCompanyMapping]
	
AS
BEGIN
	SET NOCOUNT ON;
	
	DECLARE @itemid AS int 
	DECLARE @Cost AS decimal(18,2)
	
	DECLARE TempCursor CURSOR FOR
	
	select icm.itemid, i.LastCost from Item i Inner join 
	itemcompanyMapping icm on icm.itemid = i.id
	
	OPEN TempCursor

	FETCH NEXT FROM TempCursor INTO
	@itemid, @Cost

	WHILE @@FETCH_STATUS = 0
		BEGIN
			IF EXISTS (SELECT [dbo].[Item].[ID] FROM	[dbo].[Item]
						WHERE [dbo].[Item].[ID] ="
dbo,LoadSpexFrame,SQL_STORED_PROCEDURE,2014-03-10 00:08:58.117,2025-01-01 07:56:01.520,3950,Has Source,12654,"
CREATE PROCEDURE [dbo].[LoadSpexFrame]
(@RESULT AS INT = 0 OUTPUT)	
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DECLARE @TID AS int
	DECLARE @TStyle AS varchar(50) 
	DECLARE @TSize AS varchar(50)
	DECLARE @TTemple AS varchar(50)
	DECLARE @TColor AS varchar(50)
	DECLARE @TBridge AS varchar(50)
	DECLARE @TColorCode AS varchar(50)
	DECLARE @TCategory AS varchar(50)
	DECLARE @TCost AS decimal(10,2"
dbo,Lookups_EGLens_ById,SQL_STORED_PROCEDURE,2021-09-13 14:33:01.287,2025-01-01 07:56:01.513,1206,Has Source,1574,"/****** Object:  StoredProcedure [dbo].[Lookups_EGLens_ById]    Script Date: 4/27/2021 10:12:40 AM ******/
-- =============================================
-- Author:		<Author,,Victor Samson>
-- Create date: <Create Date,,04/12/2021>
-- Description:	<Description,,Eyeglass Lens Details By ID>
-- =============================================
CREATE PROCEDURE [dbo].[Lookups_EGLens_ById]	
 @ItemId int,
 @CompanyId varchar(50),
 @OfficeNum varchar(50)
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extr"
dbo,GetInventoryStatus,SQL_STORED_PROCEDURE,2014-03-10 00:08:57.960,2025-01-01 07:56:01.507,3950,Has Source,5734,"
CREATE PROCEDURE [dbo].[GetInventoryStatus]
@CompanyID as varchar(8),
@OfficeNum as varchar(8),
@ItemType as varchar(2),
@CollectionID as varchar(max) ,
@ItemStatusID as Varchar(max),
@GenderType as varchar(max),
@AgeGroup as varchar(max),
@FrameClass as varchar(max),
@SortType as varchar(2),
@FinancialGroupIDs as varchar(1000)
AS
BEGIN
	SET NOCOUNT ON; 		
	declare @ItemTypeValue int
	declare @SortTypeValue int		
	DECLARE @CollectionIdsTable TABLE (id int)

	if(@ItemType <> '' or @ItemType <> n"
dbo,Lookups_Accesory_ById,SQL_STORED_PROCEDURE,2021-09-13 14:33:01.263,2025-01-01 07:56:01.497,1206,Has Source,1341,"/****** Object:  StoredProcedure [dbo].[Lookups_Accesory_ById]    Script Date: 4/27/2021 9:47:41 AM ******/
-- =============================================
-- Author:		<Author,,Victor Samson>
-- Create date: <Create Date,,04/12/2021>
-- Description:	<Description,,Accesory Details By Id>
-- =============================================
CREATE PROCEDURE [dbo].[Lookups_Accesory_ById]	
	@ItemId int,
	@CompanyId varchar(50),
	@OfficeNum varchar(50)
AS
BEGIN
	-- SET NOCOUNT ON added to pr"
dbo,UpdateReceiptDescInItemCompanyMapping,SQL_STORED_PROCEDURE,2010-01-01 14:21:09.140,2025-01-01 07:56:01.493,5479,Has Source,888,"

CREATE PROCEDURE [dbo].[UpdateReceiptDescInItemCompanyMapping]
	
AS
BEGIN
	SET NOCOUNT ON;
	
	DECLARE @itemid AS int 
	DECLARE @ReceiptDesc AS varchar(400)
	
	DECLARE TempCursor CURSOR FOR
	
	select icm.itemid, eg.ReceiptDescription from itemcompanyMapping icm inner join item i on i.id = icm.itemid
	inner join itemEgLens eg on eg.itemid = i.id
	
	OPEN TempCursor

	FETCH NEXT FROM TempCursor INTO
	@itemid, @ReceiptDesc

	WHILE @@FETCH_STATUS = 0
		BEGIN
			IF EXISTS (SELE"
dbo,GetAppointmentItemTypes_Extension,SQL_STORED_PROCEDURE,2014-03-10 00:09:07.763,2025-01-01 07:56:01.490,3950,Has Source,780,"CREATE PROC [dbo].GetAppointmentItemTypes_Extension
	@OfficeId        INT
AS
BEGIN
SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED

SELECT DISTINCT P.ID AS [ID]
		, ie.itemNum as [ServiceCptCode]
        , P.AvailableToSchedule AS [IsActive] 
        , P.AppointmentColor AS [Color]
        , COALESCE(icm.CompanyItemName, ie.ItemName) AS [ServiceExamName]
		, ie.ID as ItemID 
        
FROM    dbo.AppSch_AppointmentType P 

JOIN Item ie ON P.ApptTypeID = ie.ID 
LEFT JOIN ItemCompa"
dbo,Lookups_Frames_Collections,SQL_STORED_PROCEDURE,2021-09-21 14:35:19.977,2025-01-01 07:56:01.487,1198,Has Source,524,"CREATE PROC [dbo].[Lookups_Frames_Collections]
(
	@companyId varchar(20)
)
AS
BEGIN
    SET NOCOUNT ON;
    
	with cte (datasourceid)
	as (select datasourceid from companyinfo where id = @CompanyId union select 1)
	SELECT
		distinct      
		fs.CollectionDescription AS Collection
		, fs.CollectionID
	FROM            
		dbo.FrameSearch AS fs WITH (nolock) 
		INNER JOIN dbo.ItemCompanyMapping AS icm WITH (nolock) ON icm.ItemID = fs.ID and icm.CompanyID=@companyId
		INNER JOIN cte on fs.DataSourceId"
dbo,Scheduler_PatientAppointmentsLite_Get,SQL_STORED_PROCEDURE,2019-03-25 10:53:00.510,2025-01-01 07:56:01.483,2109,Has Source,1776,"CREATE PROCEDURE [dbo].[Scheduler_PatientAppointmentsLite_Get]
	( 
	@patientId		INT
	)
AS
BEGIN
	SET NOCOUNT ON;  
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	SELECT DISTINCT appt.[appt_no] as appointmentId             
	  , appt.[PatientID] as patientId          
	  , CONVERT(DATETIME, appt.[appt_date]) as appointmentDate       
	  , appt.[appt_start_time] as appointmentStartTime       
	  , COALESCE(im.companyitemname, Item.itemName) as serviceDescription   
	  , appt.[appt_cancel_ind"
dbo,DoItemCompanyMapping,SQL_STORED_PROCEDURE,2009-09-02 10:23:34.067,2025-01-01 07:56:01.470,5600,Has Source,1507,"
CREATE PROCEDURE [dbo].[DoItemCompanyMapping]
	
AS
BEGIN
	SET NOCOUNT ON;
	DECLARE @itemname AS varchar(100) 
    DECLARE @companyID AS varchar(100)
	DECLARE @temple AS int 
	DECLARE @itemID AS int
	
	--Select all items except frames
	DECLARE ItemCursor CURSOR FOR
	select id,itemname from Item where active = 1 and itemtype in(8,9,10,11,12,13,14,15,16)
	
	OPEN ItemCursor

	FETCH NEXT FROM ItemCursor INTO
	@itemID,@itemname

	WHILE @@FETCH_STATUS = 0
		BEGIN
			DECLARE Compa"
dbo,uspUpdateFrames,SQL_STORED_PROCEDURE,2009-06-04 17:36:53.500,2025-01-01 07:56:01.463,5690,Has Source,19974,"-- =============================================
-- Author:		Ahmed Alhosaini
-- Create date: 09/08/2008
-- Description:	Updating Frames
-- =============================================
CREATE PROCEDURE [dbo].[uspUpdateFrames]
(@RESULT AS INT = 0 OUTPUT)	
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DECLARE @TID AS int
	DECLARE @TStyle AS varchar(50) 
	DECLARE @TSize AS varchar(50)
	DECLARE @TTemp"
dbo,uspFrameCatalogLoad,SQL_STORED_PROCEDURE,2011-12-28 22:43:14.380,2025-01-01 07:56:01.450,4753,Has Source,17755,"-- =============================================
-- Author:		Ahmed Alhosaini
-- Create date: 09/08/2008
-- Description:	Updating Frames
-- =============================================
CREATE PROCEDURE [dbo].[uspFrameCatalogLoad]
(@RESULT AS INT = 0 OUTPUT)	
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DECLARE @TID AS int
	DECLARE @TStyle AS varchar(50) 
	DECLARE @TSize AS varchar(50)
	DECLARE @T"
dbo,GetContactLenses_Extension,SQL_STORED_PROCEDURE,2014-03-10 00:09:07.787,2025-01-01 07:56:01.430,3950,Has Source,2596,"CREATE PROC [dbo].[GetContactLenses_Extension]
	@CompanyId			VARCHAR(20),
    @MfgNum			    VARCHAR(3),
    @LensStyleId        INT,
    @LensTypeId         INT,
    @HardLens			BIT,
    @Active				BIT =1,
	@ItemId				INT
AS
BEGIN
	SET NOCOUNT ON;
	
	DECLARE @ContactLensItemType INT;
	SET @ContactLensItemType = 17;

	WITH ItemGroupCte AS
	(
	 SELECT ID AS ItemGroupId,
	   ItemName AS ItemGroup
	 FROM Item
	 WHERE ItemType = @ContactLensItemType
	 AND  GroupFlag = 1
	)
	
	SELECT	* 
	FROM	
	(
			S"
dbo,InventoryValuationMethodChange,SQL_STORED_PROCEDURE,2015-01-13 23:42:18.710,2025-01-01 07:56:01.350,3641,Has Source,2073,"
CREATE PROCEDURE [dbo].[InventoryValuationMethodChange]
	@CompanyID as varchar(Max),
	@OldValuation as varchar(Max),
	@NewValuation as varchar(Max)	
AS
BEGIN
	SET NOCOUNT ON;
	
	
	IF (@OldValuation = 'StandardCost' and @NewValuation = 'AverageCostByCompany')
	BEGIN
	update icm
	set icm.CompanyAverageCost = CASE
	WHEN ISNULL(icm.Cost, 0) <> 0 THEN icm.Cost
	ELSE
	i.LastCost END
	FROM ItemCompanyMapping icm INNER JOIN Item i on i.ID = icm.ItemID WHERE icm.CompanyID = @CompanyID
	END
	
	
	ELSE IF "
dbo,Scheduler_ServiceTypeByOffice,SQL_STORED_PROCEDURE,2024-07-16 07:56:55.307,2025-01-01 07:56:01.343,169,Has Source,915,"CREATE PROCEDURE [dbo].[Scheduler_ServiceTypeByOffice] 
	@OfficeId as int,
	@IncludeActiveOnly as bit
AS
BEGIN
    SELECT COALESCE(IC.companyitemname, ie.itemName) as [prd_itemdesc]
 		  ,P.ApptTypeID AS [prd_no]
          , IE.ItemNum AS [prd_desc]
          , P.AvailableToSchedule AS [prd_appsch_ind]
          , P.AppointmentColor AS [prd_appsch_color]
     FROM
          dbo.AppSch_AppointmentType P WITH (NOLOCK)
          JOIN Item IE WITH (NOLOCK) ON P.ApptTypeID = IE.ID AND IE.ItemType = 6"
dbo,UpdateCompanyItemName,SQL_STORED_PROCEDURE,2010-03-14 19:42:27.840,2025-01-01 07:56:01.340,5407,Has Source,818,"
Create PROCEDURE [dbo].[UpdateCompanyItemName]
	
AS
BEGIN
	SET NOCOUNT ON;
	DECLARE @itemname AS varchar(150) 
	DECLARE @itemID AS int

	DECLARE TempCursor CURSOR FOR
	select i.id, i.itemname from itemcompanymapping icm inner join item i on icm.itemid=i.id where icm.companyitemname <> i.itemname and i.itemtype=1

	OPEN TempCursor

	FETCH NEXT FROM TempCursor INTO
	@itemID,@itemname

	WHILE @@FETCH_STATUS = 0
		BEGIN
			IF EXISTS (SELECT [dbo].[Item].[ID] FROM	[dbo].[Item]
		"
dbo,CopyItemCompanyMapping,SQL_STORED_PROCEDURE,2017-04-13 00:40:54.690,2025-01-01 07:56:01.337,2820,Has Source,3223,"/*************************************************************************************
************************COPY Item component mapping DATA**********************************
-- This stored procedure copies over item mapping data for an item from one practice to another.
-- This stored procedure is used in the Copy Setup Data and Go Live functions of ALSupport.
*************************************************************************************/
CREATE PROCEDURE [dbo].[CopyItemCompanyMapping"
dbo,LoadOrUpdateOOFrames,SQL_STORED_PROCEDURE,2012-02-29 08:07:43.647,2025-01-01 07:56:01.330,4690,Has Source,19498,"-- =============================================
-- Author:		AcuitLogic
-- Updated date: 01/27/2012
-- Description:	Updating Frames
-- =============================================
CREATE PROCEDURE [dbo].[LoadOrUpdateOOFrames]
(@RESULT AS INT = 0 OUTPUT)	
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DECLARE @TID AS int
	DECLARE @TStyle AS varchar(50) 
	DECLARE @TSize AS varchar(50)
	DECLARE @TTem"
dbo,CatalogCleanup_Frames,SQL_STORED_PROCEDURE,2018-10-16 09:46:45.067,2025-01-01 07:56:01.307,2269,Has Source,23089,"--exec CatalogCleanup_Frames '#N/A',null,'72F2F34F-3FDA-4AF0-8E9D-BC7C323564A1','2018-09-11',1,0,1,0,0
--exec CatalogCleanup_Frames '#N/A',null,'72F2F34F-3FDA-4AF0-8E9D-BC7C323564A1','2018-08-08',1,1,1,0,1
----exec CatalogCleanup_Frames '#N/A','select id from framecollection where manufacturerid = 127',null,'2018-08-08',0,0,0,0,0
CREATE PROCEDURE [dbo].[CatalogCleanup_Frames] 
	@ExcludeUPCCode varchar(8000), -- UpcCode to be excluded from clean up if any (comma separated values) or null
	@Collec"
dbo,LoadSpexFrameWithPriceRounding,SQL_STORED_PROCEDURE,2009-09-11 17:44:35.890,2025-01-01 07:56:01.293,5591,Has Source,14761,"
--select * from vst_frame v where v.itemno not in (select itemnum from item)


-- =============================================
-- Author:		Ahmed Alhosaini
-- Create date: 09/08/2008
-- Description:	Updating Frames
-- =============================================
CREATE PROCEDURE [dbo].[LoadSpexFrameWithPriceRounding]
(@RESULT AS INT = 0 OUTPUT)	
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DEC"
dbo,Lookups_Frames_Filters,SQL_STORED_PROCEDURE,2021-09-21 14:35:19.983,2025-01-01 07:56:01.287,1198,Has Source,1833,"CREATE PROC [dbo].[Lookups_Frames_Filters]
(
	@CompanyId varchar(20)
)
AS
BEGIN
    SET NOCOUNT ON;

	with cte (datasourceid) as (select datasourceid  from companyinfo where id = @CompanyId union select 1)
	SELECT
		distinct     
		isnull(fst.FrameCategoryID,-1) AS CategoryID
		, isnull(catelcat.Value,'None') AS Category
		, isnull(fst.AgeGroupID,-1) as AgeGroupID
		, isnull(catelage.Value,'None') AS AgeGroup
		, isnull(fst.GenderTypeID,-1) as GenderTypeID
		, isnull(catelgen.Value,'None') AS Ge"
dbo,LoadAndUpdateFrameTables,SQL_STORED_PROCEDURE,2015-08-25 23:04:45.220,2025-01-01 07:56:01.273,3417,Has Source,11078,"CREATE PROCEDURE [dbo].[LoadAndUpdateFrameTables]
AS
BEGIN
update vst_Frame set itemNo=(case when itemNo is null then OPC else itemNo end )

if exists (
    select  * from tempdb.dbo.sysobjects o
    where o.xtype in ('U') 
   and o.id = object_id(N'tempdb..#FrameType')
)
DROP TABLE #FrameType;

CREATE TABLE #FrameType
(
  id int,
  value varchar(100)  
)
INSERT INTO #FrameType (id, value)
select distinct c1.id, c1.Value from VST_Frame VF
LEFT JOIN CatElementLU c1 ON c1.Value=VF.Type AND c1.Type"
dbo,GetInventoryValuationItem,SQL_STORED_PROCEDURE,2019-12-19 00:04:57.977,2025-01-01 07:56:01.263,1840,Has Source,1974,"CREATE PROCEDURE [dbo].[GetInventoryValuationItem]
	@CutOffDate AS DateTime,
	@OfficeNum AS VarChar(Max),
	@ItemType AS VarChar(Max)    
AS
BEGIN
SET NOCOUNT ON;

;WITH itemTypes AS (select id from dbo.GetOfficeNumber(@ItemType))
	,invActivityIds as 
		(SELECT MAX(IA1.ID) as IA_ID, itemid, OFFICENUM
		 FROM InventoryActivity IA1
			inner join Item I1 on IA1.ItemID = I1.ID AND (i1.ItemType in (select id from ItemTypes) OR @ItemType = '')
		 WHERE CAST(TransactionDate AS DATE) <= @CutOffDate AND o"
dbo,Lookups_ContactLens_ById,SQL_STORED_PROCEDURE,2021-09-13 14:33:01.270,2025-01-01 07:56:01.157,1206,Has Source,1747,"/****** Object:  StoredProcedure [dbo].[Lookups_ContactLens_ById]    Script Date: 4/27/2021 10:00:58 AM ******/
-- =============================================
-- Author:		<Author,,Victor Samson>
-- Create date: <Create Date,,04/12/2021>
-- Description:	<Description,,Contact Lens Details By Id>
-- =============================================
CREATE PROCEDURE [dbo].[Lookups_ContactLens_ById]	
	@ItemId int,
	@CompanyId varchar(50),
	@OfficeNum varchar(50)

AS
BEGIN
	-- SET NOCOUNT O"
dbo,GetServiceExamItems_Extension,SQL_STORED_PROCEDURE,2014-03-10 00:09:07.963,2025-01-01 07:56:01.153,3950,Has Source,2612,"
CREATE PROC [dbo].[GetServiceExamItems_Extension]
    @OfficeNum          VARCHAR(8),
    @CptCode            VARCHAR(50)  = NULL,
    @ServiceDescription VARCHAR(100) = NULL,
    @ActiveOnly         BIT          = 1,
    @DurationMethodSetting INT
AS
BEGIN
    SET NOCOUNT ON;
    
    DECLARE @ExamItemType INT;
	SET @ExamItemType = 6;

    SELECT    icm.ID     AS ItemCompanyMappingId,
              i.ID       AS ItemId,                
              i.ItemNum  AS CptCode,
              i.ItemN"
dbo,Scheduler_ServicesLookupForGroupId_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.943,2025-01-01 07:56:01.150,3950,Has Source,1351,"
-- =============================================
-- Author:		Joel Deister
-- Create date: 3/6/2010
-- Description:	Gets the services listboxes
-- modified for WebScheduler -ali
-- JD	08/29/2012	Correct logic for use with the web scheduler.
-- =============================================

CREATE PROCEDURE [Scheduler_ServicesLookupForGroupId_Get] 
	@GroupId			INT = NULL,
	@IncludeActiveOnly	BIT = NULL 
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	SELECT
		P.Appt"
dbo,Scheduler_ServicesLookup_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.927,2025-01-01 07:56:01.143,3950,Has Source,1333,"
-- =============================================
-- Author:		Joel Deister
-- Create date: 3/6/2010
-- Description:	Gets the services listboxes
-- History:		Initials		Date			Description
--				JL				4/21/2010		Added Service Color
--				AA				3/21/2012		Modified for WebScheduler
-- =============================================

CREATE PROCEDURE [Scheduler_ServicesLookup_Get]
    @OfficeId			INT 
    ,@IncludeActiveOnly	BIT = NULL 
AS
BEGIN
    SET NOCOUNT ON;
    SET TRANSACTION IS"
dbo,AbortDacpacDeployment,SQL_STORED_PROCEDURE,2024-12-13 07:57:00.380,2024-12-13 07:57:00.380,0,Has Source,139,"CREATE PROCEDURE [AbortDacpacDeployment]	
@Message varchar(4000) = '** Deployment aborted. **'
AS
BEGIN
    RAISERROR(@Message, 16, 1) 
END"
