schema_name,view_name,create_date,modify_date,definition_length,definition_preview
dbo,LOGI_SalesRevenues,2023-11-29 07:53:56.660,2025-06-25 07:55:36.490,4848,"Create view [dbo].[LOGI_SalesRevenues] as
SELECT
	pt.PatientID
	,pat.FirstName AS FirstName
	,pat.LastName AS LastName
	,(pat.FirstName + ' ' + pat.LastName) AS PatientName
	,o.CompanyID
	,pt.TransactionTypeID
	,ptype.Description AS ""TransactionType""
	,pt.TransactionID
	,pt.TransactionDate
	,pt.OfficeNum
	,isnull(cid.Associate, Orders.Associate) AS TransactionAssociate
	,(emp.FirstName + ' ' + emp.LastName) AS OrderAssociateName
	,isnull(Orders.Associate, cid.Associate) AS Associate
	,(cidemp.Fi"
dbo,V_OrdersRXDetail,2011-06-21 15:33:38.247,2025-06-25 07:55:36.483,1703,"
CREATE VIEW [dbo].[V_OrdersRXDetail]    
AS    
SELECT     o.OrderNum, dbo.Dateonly(o.OrderDate) as OrderDate, o.CustomerID, p.LastName, p.FirstName, isnull(p.MedicalRecordNum,'') as MedicalRecordNum
, CASE WHEN dateadd(year, datediff (year, p.BirthDate, getdate()), p.BirthDate) > getdate()
THEN datediff(year, p.BirthDate, getdate()) - 1
ELSE datediff(year, p.BirthDate, getdate())
END as Age,      
 ISNULL((CASE WHEN o.OrderType = 'E' THEN EGRX.Sphere WHEN o.OrderType = 'S' THEN CLSoftR"
dbo,V_InvoiceDetailwithInsurance,2009-07-16 17:43:52.223,2025-06-25 07:55:36.473,3478,"



CREATE VIEW [dbo].[V_InvoiceDetailwithInsurance]
AS

SELECT   id.ID AS InvoiceDetailId, id.InvoiceID, ins.OrderNum, id.ItemType, id.ItemID, isnull(id.Quantity,0) as Quantity, 
(case when (iid.isprimary =0 )then 0 else isnull(id.Price,0) end)  as Price, id.DiscountTypeID, 
(case when (iid.isprimary =0 )then 0 else isnull(id.Tax,0) end) as Tax,
 isnull(id.Discount,0) as Discount, isnull(id.LineDisc,0) as LineDisc,
 isnull(id.PackageDisc,0) as PackageDisc, isnull(id.PromotionDiscount,0) as Prom"
dbo,v_AllCompaniesAndCarriers,2016-03-09 00:02:23.693,2025-05-21 07:55:43.670,1102,"CREATE VIEW [dbo].[v_AllCompaniesAndCarriers]
--------------------------------------------------------------------------------
-- This view shows the mapping status of every company to every insurance
-- carrier. It infers that a carrier is mapped if any of the carriers' plans 
-- are mapped and active.
--------------------------------------------------------------------------------
AS
	WITH MappedCarriers AS
	(
		SELECT	DISTINCT
				acap.CarrierId,
				acap.CompanyID
		FROM	v_AllCom"
dbo,GB_BillingLabFeeTransaction,2024-10-22 07:55:41.627,2025-05-20 19:13:12.283,2177,"/**************************/   
/****** CREATE VIEW ******/
/**************************/
CREATE VIEW [dbo].[GB_BillingLabFeeTransaction]
AS
SELECT blft.billinglabfeetransactionid AS BillingLabFeeTransactionId,
       bco.ordernum                    AS OrderNum,
       blft.createddatetimeutc         AS CreatedDateTimeUtc,
       bp.depositdate                  AS DepositDate,
       bcd.patientfirstname            AS PatientFirstName,
       bcd.patientlastname             AS PatientLastName,
  "
dbo,V_ProductionReport,2014-03-10 00:07:59.333,2025-01-01 07:56:01.020,3687,"
CREATE VIEW [dbo].[V_ProductionReport]
AS

SELECT     emp.firstname + '  ' + emp.lastname as DrName,employee, pt.TransactionTypeID, pt.TransactionDate, pt.OfficeNum, o.OfficeName,  isnull(cid.Associate,Orders.Associate) as  TransactionAssociate,
 isnull(cid.Associate,Orders.Associate) as Associate ,  isnull(cid.Associate,Orders.Associate) as OriginalAssociate ,
 dbo.ItemType.ItemType AS ItemTypeId, 
                      dbo.ItemType.Description AS ProductType, SUM(ISNULL(cid.Price, 0)) AS Reta"
dbo,V_PatientMedicalCondition,2009-11-24 21:05:51.560,2025-01-01 07:56:01.003,3454,"
CREATE VIEW [dbo].[V_PatientMedicalCondition]
AS
SELECT Row_number() OVER (ORDER BY orderid) AS id
	,oi.PatientFirstname AS PatientFirstName
	, oi.PatientLastName AS PatientLastName
	, oi.InsuredId AS InsuredID
	, oi.InsuredSSN AS InsuredSSN
	, oi.PatientBirthDate AS PatientDOB
	, o.orderdate AS OrderDate
	, oi.Orderid AS OrderNum
	, i.ItemNum AS ExamCode
	, i.id AS ItemID
	, 'V72.0' AS DiagCode
	, ins.DoctorID AS ProviderID
	, substring(e.FirstName, 1, 1) + ',' + e.LastName AS ProviderName
	, "
dbo,V_MonthlyProductionReport,2016-03-09 00:02:23.687,2025-01-01 07:56:00.997,2665,"CREATE VIEW [dbo].[V_MonthlyProductionReport]
AS
SELECT CASE WHEN LEN(LTRIM(RTRIM(emp.ProfessionalSignature))) > 0  THEN emp.ProfessionalSignature 
            WHEN LEN(LTRIM(RTRIM(emp.ProfessionalSignature))) = 0 and emp.FirstName is not null and emp.LastName is not null THEN emp.FirstName + ' ' + emp.LastName
			WHEN emp.ProfessionalSignature is NULL THEN 'Unassigned' 
			END as DrName,
COALESCE(employee,1) as employee,
pt.TransactionTypeID, 
pt.TransactionDate, 
pt.OfficeNum, 
o.OfficeName,  "
dbo,V_COSAnalysis,2014-03-10 00:07:59.173,2025-01-01 07:56:00.990,3157,"
/**************************/   
/****** CREATE VIEW ******/
/**************************/   
CREATE VIEW [dbo].[V_COSAnalysis]
AS
WITH 
COSAnalysisInvoice_CTE (ID,TransactionID,ItemType,ItemID,ItemNum,Amount,Tax,Quantity,Discount,LineDisc,PackageDisc,PromotionDiscount,Officenum,OfficeName
,Allowance,Copay,Receivable,InsuranceDiscount,TransactionDate,RetailSalesPrice,Retail,InvoiceId,ItemName,Cost,TransactionTypeID,PatientID,EmployeeID,CompanyID,FinancialGroupID,FinancialGroup)
AS
(SELECT
Row_num"
dbo,V_COSAnalysisInvoice,2014-03-10 00:07:59.163,2025-01-01 07:56:00.983,1513,"
/**************************/   
/****** CREATE VIEW ******/
/**************************/   
CREATE VIEW [dbo].[V_COSAnalysisInvoice]
AS
SELECT invs.TransactionID AS transnum, invs.ItemType, invs.ItemID, i.ItemNum, SUM(invs.CustomerPay) AS Amount, SUM(invs.Quantity) AS Quantity, SUM(invs.Tax) AS Tax, 
                  SUM(invs.Discount) AS Discount, SUM(invs.LineDisc) AS LineDisc, SUM(invs.PackageDisc) AS PackageDisc,SUM(invs.PromotionDiscount) AS PromotionDiscount, i.ItemStatusID, SUM(ISNULL(i"
dbo,V_InventoryOnOrderReport,2009-12-08 12:18:39.600,2025-01-01 07:56:00.967,1258,"






CREATE VIEW [dbo].[V_InventoryOnOrderReport]
AS

select convert(varchar,Row_number() over(order by so.StockOrderNum))+ '-' + so.officeNum  as ID,
	so.*,i.itemNum as ItemNum, i.ItemName as ItemName,o.OfficeName, e.FirstName + ' , ' + e.LastName as  EmployeeName, 
	sod.Quantity  as Quantity, ib.OnHand as OnHandQuantity, ib.TransitIn as TransitInQuantity,
	 i.ItemStatusID as ItemStatusID, clu.Value as ItemStaus, clu1.Value as TransferReasonDisplay
	, ib.OnOrder as OnOrderQuanti"
dbo,FramesFilters,2021-09-13 14:33:00.763,2025-01-01 07:56:00.963,1580,"CREATE VIEW [dbo].[FramesFilters]
	AS 
	SELECT DISTINCT 
           ISNULL(fst.FrameCategoryID, - 1) AS CategoryID
         , ISNULL(catelcat.Value, 'None') AS Category
         , ISNULL(fst.AgeGroupID, - 1) AS AgeGroupID
         , ISNULL(catelage.Value, 'None') AS AgeGroup
         , ISNULL(fst.GenderTypeID, - 1) AS GenderTypeID
         , ISNULL(catelgen.Value, 'None') AS GenderType
         , ISNULL(itm.ItemStatusID, - 1) AS StatusID
         , ISNULL(catelstat.Value, 'None') AS Status
     "
dbo,FramesCollections,2021-09-13 14:33:00.757,2025-01-01 07:56:00.960,553,"CREATE VIEW [dbo].[FramesCollections]
	AS 
SELECT DISTINCT fs.CollectionDescription AS Collection, fs.CollectionID
FROM            dbo.FrameSearch AS fs WITH (nolock) INNER JOIN
                         dbo.Item AS itm WITH (nolock) ON fs.ID = itm.ID AND itm.Active = 1 INNER JOIN
                         dbo.ItemCompanyMapping AS icm WITH (nolock) ON icm.ItemID = fs.ID INNER JOIN
                         dbo.CompanyInfo AS ci ON ci.ID = icm.CompanyID
WHERE        (fs.DataSourceId = 1) OR
       "
dbo,V_LookupEGLensItem,2021-09-13 14:33:00.803,2025-01-01 07:56:00.953,1734,"CREATE VIEW [dbo].[V_LookupEGLensItem]
AS
SELECT        
      itm.ID AS ItemID
    , icm.ReceiptDescription
    , egl.CoatItemID
    , egl.ColorItemID
    , egl.MaterialItemID
    , egl.StyleItemID
    , egl.TypeItemID
    , itegt.Description AS Type
    , itmat.Description AS Material
    , itegs.Description AS Style
    , itcol.Description AS Color
    , itct.Description AS Coating
    , ISNULL(catelu.Value, '') AS Status
    , egl.Customizable
    , egl.SphereMin
    , egl.SphereMax
    , eg"
dbo,V_LookupContactLenses,2021-09-13 14:33:00.777,2025-01-01 07:56:00.940,2253,"CREATE VIEW [dbo].[V_LookupContactLenses]
	AS 
select  distinct
		itmcl.ItemID
		, itm.itemNum as ItemNumber
		, s.Description as Supplier
		, clm.VendName as Manufacturer
		, cls.Style
		, clc.Description as Color
		, clp.Base as Base
		, clp.Diameter as Diameter
		, (select Min(clp1.Base) from CLPower clp1 where clp1.CLStyleID = cls.CLStyleId) as BaseMin
		, (select Max(clp1.Base) from CLPower clp1 where clp1.CLStyleID = cls.CLStyleId) as BaseMax
		, (select Min(clp1.Diameter) from CLPower clp"
dbo,CL_ItemContactLensLookup,2009-05-14 21:40:57.467,2025-01-01 07:56:00.933,1693,"

CREATE VIEW [dbo].[CL_ItemContactLensLookup]
AS

SELECT     dbo.Item.ItemNum AS ItemNumber, dbo.CLManufacturer.VendName AS Manufacturer, cs.Style, cp.Base, cp.Diameter, 
           dbo.CLColor.Description AS Color, i1.sphere, i1.Cylinder, i1.Addpower, i1.axis, cs.IsHard AS hardLenses, 
			cs.SupplyQty AS SupplyQty, cs.SupplyPeriod AS SupplyPeriod, cs.IsDiagnostic AS IsDiagnostic, cs.IsCustom AS IsCustom, cs.UnitPerBox AS UnitPerBox,
			dbo.CLColor.CLColorCode AS ColorID,dbo.CLManufactu"
dbo,LOGI_CptCodes,2023-11-29 07:53:56.613,2025-01-01 07:56:00.933,189,"Create view [dbo].[LOGI_CptCodes] as
select i.ID, i.ItemName, im.CompanyID as CompanyID from item i 
inner join ItemCompanyMapping im on im.ItemID = i.id and i.ItemType = 6 and i.Active = 1"
dbo,V_FrameAccessoriesSales,2009-06-04 21:34:04.520,2025-01-01 07:56:00.927,1645,"CREATE VIEW [dbo].[V_FrameAccessoriesSales]
AS

SELECT     invD.ItemType, invD.ItemID, invD.ItemNum, sum(invd.Amount) as Amount,sum(invD.Quantity) as Quantity, sum(invd.Tax) As Tax, 
sum(invD.Discount) as Discount, sum(invD.LineDisc) as LineDisc,
                  sum(invD.PackageDisc) as PackageDisc, pt.Officenum, o.officename,
                      ISNULL(iom.ItemStatusID,ISNULL(icm.ItemStatusID,item.ItemStatusID)) as ItemStatusID, sum(isnull(invd.Allowance,0)) as Allowance, sum(isnull(invd.Co"
dbo,V_LookupEGLenses,2021-09-13 14:33:00.797,2025-01-01 07:56:00.920,1525,"CREATE VIEW [dbo].[V_LookupEGLenses]
AS
select  
	    itm.ID as ItemID
	  , itm.ItemNum as ItemNumber
	  , itegt.Description as Type
	  , itegs.Description as Style
	  , itmat.Description as Material
	  , itcol.Description as Color
	  , itct.Description as Coating
	  , egl.SphereMin
	  , egl.SphereMax
	  , egl.CylinderMin
	  , egl.CylinderMax
	  , egl.AddMin
	  , egl.AddMax
	  , egl.MinSegHeight as SegHeightMin
	  , egl.MaxSegHeight as SegHeightMax
	  , ISNULL(itm.ItemNum, '') + isnull(itegs.des"
dbo,CL_ContactLensLookup,2014-03-10 00:07:51.183,2025-01-01 07:56:00.913,2116,"
/**************************/   
/****** CREATE VIEW ******/
/**************************/   

Create VIEW [dbo].[CL_ContactLensLookup]
AS
SELECT     dbo.Item.ItemNum AS ItemNumber, dbo.CLManufacturer.VendName AS Manufacturer, dbo.CLStyle.Style, dbo.CLPower.Base, dbo.CLPower.Diameter, 
                      dbo.CLColor.Description AS Color, dbo.CLStyle.SphereMin, dbo.CLStyle.SphereMax,dbo.CLStyle.SphereStep, dbo.CLStyle.CylinderMin, dbo.CLStyle.CylinderMax, 
                      dbo.CLS"
dbo,V_LookupContactLensItem,2021-09-13 14:33:00.790,2025-01-01 07:56:00.907,3466,"CREATE VIEW [dbo].[V_LookupContactLensItem]
	AS 
select 
			itmcl.ItemID
			, isnull(icm.CompanyItemName,'') as ReceiptDescription
			, Retail = CASE WHEN o.officenum is not null THEN
							dbo.fn_GetLookupItemPrice(o.officeNum, itmcl.ItemID)
				ELSE 0 END
			, clm.VendName as Manufacturer
			, cls.Style
			, isnull(cls.IsHard,0) as IsHard
			, isnull(catelu.Value,'') as WearType
			, cls.UnitPerBox
			, cls.SupplyPeriod
			, itmcl.YearSupply
			, cls.IsDiagnostic
			, isnull(clp.Base,0) as Ba"
dbo,V_LookupAccessories,2021-09-13 14:33:00.770,2025-01-01 07:56:00.903,891,"CREATE VIEW [dbo].[V_LookupAccessories]
AS
SELECT        
        itm.ID AS ItemID
      , itm.ItemNum AS ItemNumber
      , itm.UPCCode
      , itm.ItemName
      , ISNULL(ip.Price, 0.00) AS Retail
      , 0 as OnHand
      , icm.CompanyID, icm.CompanyItemName
      , opl.OfficeNum
      , ISNULL(itm.ItemNum, '') + ISNULL(itm.ItemName, '') + ISNULL(icm.CompanyItemName, '') as SearchString
FROM  dbo.Item AS itm WITH (nolock) 
      INNER JOIN dbo.ItemCompanyMapping AS icm WITH (nolock) ON icm.It"
dbo,V_InventoryTransitIn,2014-03-10 00:08:54.443,2025-01-01 07:56:00.897,1828,"CREATE VIEW [V_InventoryTransitIn]
 
AS
select  distinct newid() as id ,ia.officeNum  as OfficeNum,o.OfficeName as OfficeName, ia.ItemID as ItemID, i.ItemType as ItemType,
        i.ItemNum as ItemNum, i.ItemName as ItemName, ia.referrenceNum as ReferenceNum,sum(isnull(ia.Quantity,0)) as Quantity,
        max(ia.Transactiondate) as  TransactionDate, sum(isnull(ia.TransitInQuantity,0)) as TransitInQuantity,
        sr.ReceiptDate as ReceiptDate, sr.FromOffice as FromOffice, FromO.OfficeName as Fr"
dbo,V_FrameStockReplenishmentOrder,2014-03-10 00:08:06.680,2025-01-01 07:56:00.887,2623,"
/**************************/   
/****** CREATE VIEW ******/
/**************************/ 

CREATE VIEW [dbo].[V_FrameStockReplenishmentOrder]
AS
SELECT     sod.ID, so.StockOrderNum, so.OfficeNum, o.OfficeName, so.OrderDate, so.ItemType, so.OrderStatus, so.IsTransfer, so.StockOrderType, sod.Quantity, 
                      i.ItemNum, i.ItemName, i.UPCCode, ISNULL(iom.ItemStatusID,ISNULL(icm.ItemStatusID, i.ItemStatusID)) as ItemStatusID , ISNULL(cliOff.Value, ISNULL(clu.Value, cluAux.Value)) AS "
dbo,V_ProductMovementDetails,2014-03-10 00:08:06.753,2024-11-15 07:55:39.570,2580,"

/**************************/   
/****** CREATE VIEW ******/
/**************************/   
CREATE VIEW [dbo].[V_ProductMovementDetails]
AS
select distinct convert(varchar,Row_number() over(order by sd.ID))+ '-' +  convert(varchar,s.ID) as ID 
, sd.ID as ReferenceNum, s.OfficeNum, isnull(sp.ID,0) as PickListID, sp.PickBy, Sp.Status as PickListStatus, 0 as StockOrderNum,convert(varchar,getdate(), 101) as StockOrderDate
, sd.ItemID,sp.ItemType, i.ItemName,i.ItemNum, i.UPCCode
, isnull(sd.Quanity"
dbo,V_GetBillingPayments,2014-07-01 23:33:53.777,2024-11-15 07:55:39.540,1312,"CREATE VIEW [dbo].[V_GetBillingPayments]
	AS 
	
	select distinct o.OrderNum,-Amount as Amount, GB.InsDeltaAR as InsReceivable, GB.PatDeltaAR as PatReceivable,
isum.DoctorID as DoctorID,E.FirstName + ' ' + E.LastName as Doctor,
 --'C' as ordertype,
 
  Case when  (o.OrderType = 'E' or o.OrderType = 'M' or o.OrderType = 'X'  ) then 'E'
when  (o.OrderType = 'S') then 'C'
when  (o.OrderType = 'H') then 'C'
Else '' End as ordertype,
 GB.officenum,Convert(datetime,convert(varchar, Transacti"
dbo,V_VisionStarCancel,2008-08-19 15:05:33.220,2024-11-15 07:55:39.503,1639,"
CREATE VIEW [dbo].[V_VisionStarCancel]
AS
SELECT     TOP (100) PERCENT dbo.Orders.OrderNum, dbo.Employee.LastName, dbo.Employee.FirstName
FROM         dbo.Employee INNER JOIN
                          (SELECT     MAX(Employee_1.Employee) AS Employee
                            FROM          dbo.Employee AS Employee_1 INNER JOIN
                                                   dbo.Users ON Employee_1.UserID = dbo.Users.Id
                            GROUP BY Employee_1.UserID) AS deriv"
dbo,V_EDIBilledClaimStatistics,2011-12-28 22:43:13.887,2024-11-15 07:55:39.500,537,"
CREATE VIEW [dbo].[V_EDIBilledClaimStatistics]
AS
SELECT     e.FirstName + ' ' + e.LastName AS EmployeeName, I.CarrierName, ec.ClaimsCount AS TotalClaims, REVERSE(LEFT(REVERSE(ec.FileName), CHARINDEX('\', 
                      REVERSE(ec.FileName)) - 1)) AS FileName, ec.CarrierID, ec.BilledDate, ec.EmployeeID, ec.Status, ec.CompanyID
FROM         dbo.EDIControl AS ec INNER JOIN
                      dbo.Employee AS e ON ec.EmployeeID = e.UserID INNER JOIN
                      dbo.InsCa"
dbo,V_ItemSalesByItemNumber,2009-04-20 12:17:47.413,2024-11-15 07:55:39.490,1265,"CREATE VIEW [dbo].[V_ItemSalesByItemNumber]
AS
SELECT     pt.OfficeNum,invoicesum.doctorid , (e.firstname + ' ' + e.lastname) as DoctorName,i.itemnum , SUM(cid.quantity) AS Units,
           SUM(ISNULL(cid.Price, 0)) - SUM(ISNULL(cid.PackageDisc, 0)) AS Retail, SUM(ISNULL(cid.Tax, 0)) AS Tax, 
           SUM(ISNULL(cid.Discount, 0)) + SUM(ISNULL(cid.LineDisc, 0)) + SUM(ISNULL(iid.InsuranceDiscount, 0)) AS Discount, 
		   SUM(ISNULL(cid.Amount, 0)) AS CustomerAmount, SUM(ISNULL(iid.Allowance"
dbo,LOGI_SalesByProviderAndStaff,2023-11-29 07:53:56.650,2024-11-15 07:55:39.453,3890,"Create view [dbo].[LOGI_SalesByProviderAndStaff] as
SELECT DISTINCT id.invoiceid AS ""InvoiceID""
	,id.id AS ""InvoiceDetailId""
	,id.quantity AS ""InvDetQty""
	,id.tax AS ""InvDetTax""
	,id.amount AS ""InvDetAmount""
	,Sum(Isnull(id.amount, 0) + Isnull(iid.receivable, 0) - Isnull(id.tax, 0)) AS ""NetSales""
	,Sum(Isnull(iid.receivable, 0)) AS ""Receivable""
	,Isnull(ins.doctorid, ins1.doctorid) AS ""DoctorID""
	,Isnull(Isnull(empDr.firstname + ' ' + empDr.lastname, empDr1.firstname + ' ' + empDr1.lastname), 'O"
dbo,V_StockPickListDetails,2014-03-10 00:08:06.773,2024-11-15 07:55:39.430,4382,"
/**************************/   
/****** CREATE VIEW ******/
/**************************/ 

CREATE VIEW [dbo].[V_StockPickListDetails]
AS
SELECT DISTINCT CONVERT(varchar, Row_number() OVER (ORDER BY sd.ID)) + '-' + CONVERT(varchar, so.StockOrderNum) AS ID, sd.ID AS ReferenceNum, so.OfficeNum, 
isnull(sp.ID, 0) AS PickListID, sp.PickBy, Sp.Status AS PickListStatus, so.StockOrderNum AS StockOrderNum, CONVERT(varchar, so.OrderDate, 101) AS StockOrderDate, 
sd.ItemID, so.ItemType, i.ItemName, i.Item"
dbo,GB_BillingTransactionByLineItem,2011-12-06 13:02:16.687,2024-11-15 07:55:39.407,3886,"CREATE VIEW [dbo].[GB_BillingTransactionByLineItem]    
AS    
SELECT     bt.TransId, bt.OrderId, bt.TransactionDate,     
(case when bt.TransTypeID=8 then bt.writeoffreasonid else bt.AdjustmentReasonID end) as AdjustmentReasonID,    
(case when bt.TransTypeID=8 then bw.Description else ba.Description end) as AdjustmentReason,    
isnull(bp.DepositDate, '01/01/99') as DepositDate, bcd.PatientFirstName, bcd.PatientLastName    
, bcl.ClaimID,bcd.OfficeNum,     
 (CASE WHEN bt.TransTypeID = "
dbo,V_GetMailCheckReturns,2014-07-01 23:33:53.797,2024-11-15 07:55:39.397,2030,"CREATE View [dbo].[V_GetMailCheckReturns]

AS

select distinct  (cast((pd.Amount* (ISNULL(PT.Amount,0)/ppt.Amount)) as decimal(9,2))) as amount, transactiondate,pt.OrderID
from PosTransaction PT 
inner join orders o on o.OrderNum = PT.OrderID
inner join InvoiceSum isum on isum.OrderNum = pt.orderid
inner join PosPayment ppt   on ppt.PaymentID = PT.PaymentID
inner join PosPaymentDetail pd on PT.PaymentID = pd.PaymentID  
inner join Employee E on E.employee = isum.DoctorID
inner join Users user1 o"
dbo,V_NetSaleByDoctor,2010-09-20 11:14:19.573,2024-11-15 07:55:39.387,996,"
CREATE VIEW [dbo].[V_NetSaleByDoctor]
AS
SELECT     TOP (100) PERCENT newid() as ID,pt.OrderID, dbo.DateOnly(pt.TransactionDate) AS TransactionDate, ISNULL(SUM(ind.Amount), 0) - ISNULL(SUM(ind.Tax), 0) 
                      + ISNULL(SUM(iid.Receivable), 0) AS NetSale, e.LastName + ' ,' + e.FirstName AS EmployeeName,o.CompanyID
                      ,isnull(sum(ind.Price),0) as Retail,e.Employee as EmployeeID
FROM         dbo.PosTransaction AS pt inner join office o on pt.Officenum=o.Offi"
dbo,V_StockOrderReport,2009-12-08 12:18:32.010,2024-11-15 07:55:39.357,855,"
CREATE VIEW [dbo].[V_StockOrderReport]
AS


select convert(varchar,Row_number() over(order by so.StockOrderNum))+ '-' + so.officeNum  as ID,
	so.*,i.itemNum as ItemNum, i.ItemName as ItemName,o.OfficeName, e.FirstName + ' , ' + e.LastName as  EmployeeName, 
	sod.Quantity, i.ItemStatusID as ItemStatusID, clu.Value as ItemStaus, clu1.Value as TransferReasonDisplay,
	sr.ReceiptStatus as ReceiptStatus
from stockOrderDetail sod 
	inner join stockOrder so on so.stockordernUm = sod.stockorde"
dbo,V_StockPickListDetailsOnBackorder,2023-11-16 07:52:59.700,2024-11-08 07:55:40.247,1643,"/**************************/   
/****** CREATE VIEW ******/
/**************************/ 

Create VIEW [dbo].[V_StockPickListDetailsOnBackorder]
AS
SELECT 
	  DISTINCT 
	  CONVERT(varchar, Row_number() OVER (ORDER BY sd.ID)) + '-' + CONVERT(varchar, so.StockOrderNum) AS ID
	, sd.ID AS ReferenceNum
	, so.OfficeNum
	, so.StockOrderNum AS StockOrderNum
	, CONVERT(varchar, so.OrderDate, 101) AS StockOrderDate
	, sd.ItemID
	, so.ItemType
	, i.ItemName
	, i.ItemNum
	, i.UPCCode
	, isnull(spd.QuanityOr"
dbo,V_CLStockOrder,2009-05-14 21:40:57.343,2024-10-08 07:56:51.930,1068,"CREATE VIEW [dbo].[V_CLStockOrder]
AS
SELECT     distinct cast(invD.InvoiceID as varchar) + '-' + cast(pt.EYE as varchar) as ID, invD.InvoiceID, invd.linenum,invD.ItemType, cl.ItemID, invD.Quantity as Quantity, 
                o.OrderNum, o.OrderDate, o.OfficeNum, o.Associate, o.CustomerID, pt.CLStockItemID,
                           ism.SupplierItemNum, ism.supplierId,invd.id as InvoiceDetID
FROM         dbo.InvoiceDet AS invD INNER JOIN
                      dbo.Orders AS o ON invD.Ord"
dbo,V_FrameAccessoriesInvoice,2009-06-04 21:34:04.487,2024-10-03 07:56:25.947,2267,"


CREATE view [dbo].[V_FrameAccessoriesInvoice]
as

SELECT		invs.transnum, invD.ItemType, invD.ItemID,i.ItemNum,
			sum(isnull(invd.Amount,0)) as Amount,
			sum(isnull(invD.Quantity,0)) as Quantity,
			sum(isnull(invd.Tax,0)) As Tax ,
			sum(isnull(invD.Discount,0)) as Discount,
			sum(isnull(invD.LineDisc,0)) as LineDisc,
			sum(isnull(invD.PackageDisc,0)) as PackageDisc, --o.OfficeNum, 
			i.ItemStatusID,
			(sum(isnull(iid.Allowance,0)) + sum(isnull(iid1.Allowance,0))) as Allowance, 
			(sum"
dbo,V_EDI835ClaimDetailInfo,2017-09-20 08:27:07.340,2024-09-18 17:18:43.027,4595,"CREATE VIEW [dbo].[V_EDI835ClaimDetailInfo]
AS
    WITH LineItemAR AS
    (
        SELECT  li.LineItemId,
                li.ClaimId,
                ISNULL(InsAR + PatAR, 0) AS AR
        FROM    BillingClaimLineItem li
        JOIN    BillingLineItemCurrentAR car ON car.LineItemId = li.LineItemId
    ),
    ClaimReceivables AS
    (
        SELECT  ClaimId,
                SUM(AR) AS OutstandingReceivables
        FROM    LineItemAR
        GROUP BY ClaimId
    )
    SELECT      eci.ID,
     "
dbo,v_TransmissionInfo,2024-01-31 15:03:30.943,2024-08-20 22:17:22.377,840,"
CREATE VIEW [dbo].[v_TransmissionInfo]
AS
WITH TransmissionInfoCte 
    AS (SELECT 1 AS SortOrder, o.OfficeNum, o.GatewayEDISiteID, t.Password, t.Host
        FROM    dbo.TransmissionInfo AS t INNER JOIN
                dbo.Office AS o ON t.CompanyId = o.CompanyID
        WHERE (t.IsPreferredEdiPartner = 1) AND (t.Category = 2) AND (t.IsActive = 1)
        UNION ALL
        SELECT 2 AS SortOrder, dbo.Office.OfficeNum, dbo.Office.GatewayEDISiteID, ti.Password, ti.Host
        FROM   dbo.Office I"
dbo,LOGI_BillingClaimStates,2023-11-29 07:53:56.610,2024-07-02 17:21:02.233,2060,"Create view [dbo].[LOGI_BillingClaimStates] as
SELECT o.OfficeName,
       bcd.ClaimDataId,
       bcd.ClaimId,                   
       bco.OrderNum,                   
       bcd.OfficeNum,                  
       bcd.PatientFirstName,          
       bcd.PatientLastName,           
       bcd.InsuredFirstName,           
       bcd.InsuredLastName,          
       bcd.InsuredId,                           
       bcd.PlanName,                          
       bt.Amount,   
	   bt.Transacti"
dbo,GB_PatientBalanceAging,2008-10-08 21:04:33.000,2024-06-12 07:55:24.013,1368,"CREATE view [dbo].[GB_PatientBalanceAging] as
select
	a.OfficeNumber As OfficeNumber
	, a.PatientId As PatientId
	, a.PatientFirstName as PatientFirstName
	, a.PatientLastName as PatientLastName
	, a.CarrierId As CarrierId
	, a.PlanId As PlanId
	, a.ClaimId As ClaimId
	, a.BillingDate As BillingDate,
	a.CompanyID
	, TotalBalance =
		case a.AccountTypeId
			when  224 then a.TotalBalance
			else -1 * a.TotalBalance
		end
	, CurrentBalance = 
		case a.AccountTypeId
			when  224 th"
dbo,GB_InsuranceBalanceAging,2008-10-08 21:04:32.983,2024-06-12 07:55:24.010,1402,"
CREATE view [dbo].[GB_InsuranceBalanceAging] as
select
	a.OfficeNumber As OfficeNumber
	, a.PatientId As PatientId
	, a.PatientFirstName as PatientFirstName
	, a.PatientLastName as PatientLastName
	, a.CarrierId As CarrierId
	, a.CarrierName As CarrierName
	, a.PlanId As PlanId
	, a.ClaimId As ClaimId
	, a.BillingDate As BillingDate
	, TotalBalance =
		case a.AccountTypeId
			when  222 then a.TotalBalance
			else -1 * a.TotalBalance
		end
	, CurrentBalance = 
		case a.AccountT"
dbo,GB_ClaimBalanceAging,2008-10-06 09:42:08.097,2024-06-12 07:55:24.007,951,"
CREATE view GB_ClaimBalanceAging as
select
	a.OfficeNumber As OfficeNumber
	, a.PatientId As PatientId
	, a.PatientFirstName as PatientFirstName
	, a.PatientLastName as PatientLastName
	, a.CarrierId As CarrierId
	, a.CarrierName As CarrierName
	, a.PlanId As PlanId
	, a.ClaimId As ClaimId
	, (stuff((select ', ' + cast(co.OrderNum as varchar(50)) from BillingClaimOrders co where co.ClaimId = a.ClaimId for xml path('')), 1, 2, '')) as OrderNumbers
	, a.BillingDate As BillingDate
	, "
