procedure_name,parameter_name,data_type,max_length,precision,scale,is_output,has_default_value,default_value,parameter_id
GetBillingReceivables,@OfficeNum,varchar,-1,0,0,False,False,,5
GetBillingReceivables,@IsPrepaidCarrier,bit,1,1,0,False,False,,6
GetBillingSnapshotData,@Date,datetime,8,23,3,False,False,,1
GetBillingSnapshotData,@OfficeNum,varchar,8,0,0,False,False,,2
GetBillingTransactionwithGLAccount,@FromSerivceDate,datetime,8,23,3,False,False,,1
GetBillingTransactionwithGLAccount,@ToServiceDate,datetime,8,23,3,False,False,,2
GetBillingTransactionwithGLAccount,@FromTransDate,datetime,8,23,3,False,False,,3
GetBillingTransactionwithGLAccount,@ToTransDate,datetime,8,23,3,False,False,,4
GetBillingTransactionwithGLAccount,@Officenum,varchar,-1,0,0,False,False,,5
GetBillingTransactionwithGLAccount,@CompanyID,varchar,10,0,0,False,False,,6
GetBillingTransactionwithGLAccount,@CloseID,int,4,10,0,False,False,,7
GetBillingTransactionwithGLAccount,@AllOffice,bit,1,1,0,False,False,,8
GetCarrierData,@CarrierName,varchar,100,0,0,False,False,,1
GetCarrierList,@NameStartsWith,varchar,50,0,0,False,False,,1
GetCLADHOC,@fromdate,datetime,8,23,3,False,False,,1
GetCLADHOC,@todate,datetime,8,23,3,False,False,,2
GetCLADHOC,@clstyleid,int,4,10,0,False,False,,3
GetCLADHOC,@CompanyID,varchar,20,0,0,False,False,,4
GetCompanyGLExportDataByGLInterface,@CompanyId,varchar,20,0,0,False,False,,1
GetCompanyGLExportDataByGLInterface,@OfficeNum,varchar,-1,0,0,False,False,,2
GetCompanyGLExportDataByGLInterface,@Source,int,4,10,0,False,False,,3
GetCompanyGLExportDataByGLInterface,@MonthYear,nvarchar,40,0,0,False,False,,4
GetCompanyGLExportDataByGLInterface,@MonthNum,nvarchar,40,0,0,False,False,,5
GetCompanyGLExportDataByGLInterface,@GLInterfaceID,int,4,10,0,False,False,,6
GetCompanyGLExportIntacct,@CompanyId,varchar,20,0,0,False,False,,1
GetCompanyGLExportIntacct,@OfficeNum,varchar,-1,0,0,False,False,,2
GetCompanyGLExportIntacct,@Source,int,4,10,0,False,False,,3
GetCompanyGLExportIntacct,@MonthYear,nvarchar,40,0,0,False,False,,4
GetCompanyGLExportIntacct,@MonthNum,nvarchar,40,0,0,False,False,,5
GetCompanyOpenAppointmentSlots,@begindate,varchar,20,0,0,False,False,,1
GetCompanyOpenAppointmentSlots,@enddate,varchar,20,0,0,False,False,,2
GetCompanyOpenAppointmentSlots,@companyId,varchar,20,0,0,False,False,,3
GetCompanyOpenAppointmentSlots,@duration,int,4,10,0,False,False,,4
GetCompanyOpenAppointmentSlots_Dev,@begindate,varchar,20,0,0,False,False,,1
GetCompanyOpenAppointmentSlots_Dev,@enddate,varchar,20,0,0,False,False,,2
GetCompanyOpenAppointmentSlots_Dev,@companyId,varchar,20,0,0,False,False,,3
GetCompanyOpenAppointmentSlots_Dev,@duration,int,4,10,0,False,False,,4
GetCompanyOpenAppointmentSlots_temp,@begindate,varchar,20,0,0,False,False,,1
GetCompanyOpenAppointmentSlots_temp,@enddate,varchar,20,0,0,False,False,,2
GetCompanyOpenAppointmentSlots_temp,@companyId,varchar,20,0,0,False,False,,3
GetCompanyOpenAppointmentSlots_temp,@duration,int,4,10,0,False,False,,4
GetCompanyOpenAppointmentSlotsDev,@begindate,varchar,20,0,0,False,False,,1
GetCompanyOpenAppointmentSlotsDev,@enddate,varchar,20,0,0,False,False,,2
GetCompanyOpenAppointmentSlotsDev,@companyId,varchar,20,0,0,False,False,,3
GetCompanyOpenAppointmentSlotsDev,@duration,int,4,10,0,False,False,,4
GetContactLensDetail_Extension,@ItemId,int,4,10,0,False,False,,1
GetContactLenses_Extension,@CompanyId,varchar,20,0,0,False,False,,1
GetContactLenses_Extension,@MfgNum,varchar,3,0,0,False,False,,2
GetContactLenses_Extension,@LensStyleId,int,4,10,0,False,False,,3
GetContactLenses_Extension,@LensTypeId,int,4,10,0,False,False,,4
GetContactLenses_Extension,@HardLens,bit,1,1,0,False,False,,5
GetContactLenses_Extension,@Active,bit,1,1,0,False,False,,6
GetContactLenses_Extension,@ItemId,int,4,10,0,False,False,,7
GetContactLensPowers_Extension,@ClStyleId,int,4,10,0,False,False,,1
GetCustomerCreditDetail,@fromdate,datetime,8,23,3,False,False,,1
GetCustomerCreditDetail,@todate,datetime,8,23,3,False,False,,2
GetCustomerCreditDetail,@CompanyID,varchar,20,0,0,False,False,,3
GetCustomerCreditDetail,@OfficeNum,varchar,10,0,0,False,False,,4
GetCustomerCreditDetail,@IncludeOldSystemCredit,bit,1,1,0,False,False,,5
GetCutoffData,@cutOffDate,datetime,8,23,3,False,False,,1
GetCutoffData,@startdate,datetime,8,23,3,False,False,,2
GetCutoffData,@enddate,datetime,8,23,3,False,False,,3
GetDataMiningDetail,@FromDate,datetime,8,23,3,False,False,,1
GetDataMiningDetail,@ToDate,datetime,8,23,3,False,False,,2
GetDataMiningDetail,@FromSpere,decimal,5,6,2,False,False,,3
GetDataMiningDetail,@ToSpere,decimal,5,6,2,False,False,,4
GetDataMiningDetail,@FromCylinder,decimal,5,6,2,False,False,,5
GetDataMiningDetail,@ToCylinder,decimal,5,6,2,False,False,,6
GetDataMiningDetail,@FromAxis,int,4,10,0,False,False,,7
GetDataMiningDetail,@ToAxis,int,4,10,0,False,False,,8
GetDataMiningDetail,@FromAge,int,4,10,0,False,False,,9
GetDataMiningDetail,@ToAge,int,4,10,0,False,False,,10
GetDataMiningDetail,@CLStyle,varchar,-1,0,0,False,False,,11
GetDataMiningDetail,@CPTCode,varchar,-1,0,0,False,False,,12
GetDataMiningDetail,@CompanyID,varchar,20,0,0,False,False,,13
GetDataMiningDetail,@OfficeNum,varchar,-1,0,0,False,False,,14
GetDataMiningDetail,@Diagcode,varchar,-1,0,0,False,False,,15
GetDataMiningDetail,@diagcode2,varchar,-1,0,0,False,False,,16
GetDataMiningDetail,@Insurance,varchar,50,0,0,False,False,,17
GetDayClose,@TransDates,datetime,8,23,3,False,False,,1
GetDayClose,@OfficeNum,varchar,20,0,0,False,False,,2
GetDuplicateUsernamesByCompany,@CompanyID,varchar,20,0,0,False,False,,1
GetExistingPriceBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
GetExistingPriceBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
GetExistingPriceBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
GetExistingPriceBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
GetExistingPriceBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
GetExistingPriceBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
GetExistingPriceBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
GetExistingPriceBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
GetExistingPriceBulkFrameSetup,@startIndex,int,4,10,0,False,False,,9
GetExistingPriceBulkFrameSetup,@pageSize,int,4,10,0,False,False,,10
GetExistingPriceBulkFrameSetup,@sortCol,varchar,50,0,0,False,False,,11
GetExistingPriceBulkFrameSetup,@sortDirect,varchar,4,0,0,False,False,,12
GetFunctionalMetrics,@dateFrom,datetime,8,23,3,False,False,,1
GetFunctionalMetrics,@dateTo,datetime,8,23,3,False,False,,2
GetIDPALabOrders,@FromServiceDate,varchar,15,0,0,False,False,,1
GetIDPALabOrders,@ToServiceDate,varchar,15,0,0,False,False,,2
GetIDPALabOrders,@CarrierId,varchar,30,0,0,False,False,,3
GetIDPALabOrders,@OfficeNum,varchar,-1,0,0,False,False,,4
GetIDPALabOrders,@CompanyID,varchar,30,0,0,False,False,,5
GetIDPAProviderInvoiceClaims,@FromServicedate,datetime,8,23,3,False,False,,1
GetIDPAProviderInvoiceClaims,@ToServiceDate,datetime,8,23,3,False,False,,2
GetIDPAProviderInvoiceClaims,@CompanyID,varchar,15,0,0,False,False,,3
GetIDPAProviderInvoiceClaims,@Officenum,varchar,-1,0,0,False,False,,4
GetIDPAProviderInvoiceClaims,@carrierID,varchar,25,0,0,False,False,,5
GetInsuranceBillingClaimTransactions,@fromServ,date,3,10,0,False,False,,1
GetInsuranceBillingClaimTransactions,@toServ,date,3,10,0,False,False,,2
GetInsuranceBillingClaimTransactions,@fromBill,date,3,10,0,False,False,,3
GetInsuranceBillingClaimTransactions,@toBill,date,3,10,0,False,False,,4
GetInsuranceBillingClaimTransactions,@carrierId,varchar,50,0,0,False,False,,5
GetInsuranceBillingClaimTransactions,@planId,int,4,10,0,False,False,,6
GetInsuranceBillingClaimTransactions,@companyId,varchar,20,0,0,False,False,,7
GetInsuranceBillingClaimTransactions,@officeNumber,varchar,8,0,0,False,False,,8
GetInsuranceInvoiceReport,@FromDate1,datetime,8,23,3,False,False,,1
GetInsuranceInvoiceReport,@ToDate1,datetime,8,23,3,False,False,,2
GetInsuranceInvoiceReport,@OfficeNum,varchar,20,0,0,False,False,,3
GetInsuranceInvoiceReport,@CarrierCode,varchar,100,0,0,False,False,,4
GetInsuranceInvoiceReport,@FromOrderDate,datetime,8,23,3,False,False,,5
GetInsuranceInvoiceReport,@ToOrderDate,datetime,8,23,3,False,False,,6
GetInsuranceInvoiceReport_BACK,@FromDate1,datetime,8,23,3,False,False,,1
GetInsuranceInvoiceReport_BACK,@ToDate1,datetime,8,23,3,False,False,,2
GetInsuranceInvoiceReport_BACK,@OfficeNum,varchar,20,0,0,False,False,,3
GetInsuranceInvoiceReport_BACK,@CarrierCode,varchar,100,0,0,False,False,,4
GetInsuranceInvoiceReport_BACK,@FromOrderDate,datetime,8,23,3,False,False,,5
GetInsuranceInvoiceReport_BACK,@ToOrderDate,datetime,8,23,3,False,False,,6
GetInventoryInTransit,@CutOffDate,datetime,8,23,3,False,False,,1
GetInventoryInTransit,@OfficeNums,varchar,-1,0,0,False,False,,2
GetInventoryInTransit,@ItemTypes,varchar,-1,0,0,False,False,,3
GetInventoryInTransitValue,@OfficeNums,varchar,-1,0,0,False,False,,1
GetInventoryInTransitValue,@ItemTypeIDs,varchar,-1,0,0,False,False,,2
GetInventoryInTransitValue,@FinancialGroupIDs,varchar,1000,0,0,False,False,,3
GetInventoryStatus,@CompanyID,varchar,8,0,0,False,False,,1
GetInventoryStatus,@OfficeNum,varchar,8,0,0,False,False,,2
GetInventoryStatus,@ItemType,varchar,2,0,0,False,False,,3
GetInventoryStatus,@CollectionID,varchar,-1,0,0,False,False,,4
GetInventoryStatus,@ItemStatusID,varchar,-1,0,0,False,False,,5
GetInventoryStatus,@GenderType,varchar,-1,0,0,False,False,,6
GetInventoryStatus,@AgeGroup,varchar,-1,0,0,False,False,,7
GetInventoryStatus,@FrameClass,varchar,-1,0,0,False,False,,8
GetInventoryStatus,@SortType,varchar,2,0,0,False,False,,9
GetInventoryStatus,@FinancialGroupIDs,varchar,1000,0,0,False,False,,10
GetInventoryValuationItem,@CutOffDate,datetime,8,23,3,False,False,,1
GetInventoryValuationItem,@OfficeNum,varchar,-1,0,0,False,False,,2
GetInventoryValuationItem,@ItemType,varchar,-1,0,0,False,False,,3
GetInventoryValue,@CutOffDate,datetime,8,23,3,False,False,,1
GetInventoryValue,@OfficeNums,varchar,-1,0,0,False,False,,2
GetInventoryValue,@ItemTypeIDs,varchar,-1,0,0,False,False,,3
GetInventoryValue,@FinancialGroupIDs,varchar,1000,0,0,False,False,,4
GetInvoiceDetailsLite,@InvoiceId,int,4,10,0,False,False,,1
GetItemTypeSaleSummaryByDate,@TransactionDate,datetime,8,23,3,False,False,,1
GetItemTypeSaleSummaryByDateRange,@FromDate,datetime,8,23,3,False,False,,1
GetItemTypeSaleSummaryByDateRange,@ToDate,datetime,8,23,3,False,False,,2
GetKPIEmployeeRanking,@FromDate,datetime,8,23,3,False,False,,1
GetKPIEmployeeRanking,@ToDate,datetime,8,23,3,False,False,,2
GetKPIEmployeeRanking,@OfficeNum,varchar,255,0,0,False,False,,3
GetKPIEmployeeRanking,@CategoryNum,varchar,255,0,0,False,False,,4
GetKPIProductivityCalcByALLOffice,@Period,int,4,10,0,False,False,,1
GetKPIProductivityCalcByALLOffice,@YearNo,int,4,10,0,False,False,,2
GetKPIProductivityCalcByALLOfficeDaily,@FromDate,varchar,20,0,0,False,False,,1
GetKPIProductivityCalcByALLOfficeDaily,@ToDate,varchar,20,0,0,False,False,,2
GetKPIProductivityCalcByALLOfficeDaily,@LYFromDate,varchar,20,0,0,False,False,,3
GetKPIProductivityCalcByALLOfficeDaily,@LYToDate,varchar,20,0,0,False,False,,4
GetKPIProductivityCalcByEmployee,@Period,int,4,10,0,False,False,,1
GetKPIProductivityCalcByEmployee,@YearNo,int,4,10,0,False,False,,2
GetKPIProductivityCalcByEmployee,@Employee,int,4,10,0,False,False,,3
GetKPIProductivityCalcByEmployeeDaily,@FromDate,varchar,20,0,0,False,False,,1
GetKPIProductivityCalcByEmployeeDaily,@ToDate,varchar,20,0,0,False,False,,2
GetKPIProductivityCalcByEmployeeDaily,@Employee,int,4,10,0,False,False,,3
GetKPIProductivityCalcByEmployeeDaily,@LYFromDate,varchar,20,0,0,False,False,,4
GetKPIProductivityCalcByEmployeeDaily,@LYToDate,varchar,20,0,0,False,False,,5
GetKPIProductivityCalcByOffice,@OfficeNum,varchar,10,0,0,False,False,,1
GetKPIProductivityCalcByOffice,@Period,int,4,10,0,False,False,,2
GetKPIProductivityCalcByOffice,@YearNo,int,4,10,0,False,False,,3
GetKPIProductivityCalcByOfficeByEmployeeDaily,@FromDate,varchar,20,0,0,False,False,,1
GetKPIProductivityCalcByOfficeByEmployeeDaily,@ToDate,varchar,20,0,0,False,False,,2
GetKPIProductivityCalcByOfficeByEmployeeDaily,@Employee,int,4,10,0,False,False,,3
GetKPIProductivityCalcByOfficeByEmployeeDaily,@LYFromDate,varchar,20,0,0,False,False,,4
GetKPIProductivityCalcByOfficeByEmployeeDaily,@LYToDate,varchar,20,0,0,False,False,,5
GetKPIProductivityCalcByOfficeByEmployeeDaily,@OfficeNum,varchar,10,0,0,False,False,,6
GetKPIProductivityCalcByOfficeDaily,@FromDate,varchar,20,0,0,False,False,,1
GetKPIProductivityCalcByOfficeDaily,@ToDate,varchar,20,0,0,False,False,,2
GetKPIProductivityCalcByOfficeDaily,@OfficeNum,varchar,10,0,0,False,False,,3
GetKPIProductivityCalcByOfficeDaily,@LYFromDate,varchar,20,0,0,False,False,,4
GetKPIProductivityCalcByOfficeDaily,@LYToDate,varchar,20,0,0,False,False,,5
GetKPIReportBYDateByKPIIDs,@FromDate,varchar,20,0,0,False,False,,1
GetKPIReportBYDateByKPIIDs,@ToDate,varchar,20,0,0,False,False,,2
GetKPIReportBYDateByKPIIDs,@LYFromDate,varchar,20,0,0,False,False,,3
GetKPIReportBYDateByKPIIDs,@LYToDate,varchar,20,0,0,False,False,,4
GetKPIReportBYDateByKPIIDs,@KPI,varchar,200,0,0,False,False,,5
GetKPIReportBYDateByKPIIDs,@CompanyID,varchar,20,0,0,False,False,,6
GetKPISpecialReportByALLOfficeDaily,@FromDate,varchar,20,0,0,False,False,,1
GetKPISpecialReportByALLOfficeDaily,@ToDate,varchar,20,0,0,False,False,,2
GetKPISpecialReportByALLOfficeDaily,@LYFromDate,varchar,20,0,0,False,False,,3
GetKPISpecialReportByALLOfficeDaily,@LYToDate,varchar,20,0,0,False,False,,4
GetKPISpecialReportByALLOfficeDaily,@KPIID,varchar,10,0,0,False,False,,5
GetKPITransactionDetails,@regionId,int,4,10,0,False,False,,1
GetKPITransactionDetails,@officeNum,varchar,-1,0,0,False,False,,2
GetKPITransactionDetails,@employeeNum,varchar,-1,0,0,False,False,,3
GetKPITransactionDetails,@fromDate,datetime,8,23,3,False,False,,4
GetKPITransactionDetails,@toDate,datetime,8,23,3,False,False,,5
GetKPITransactionDetails,@isKPI,bit,1,1,0,False,False,,6
GetKPITransactionDetails,@companyID,varchar,-1,0,0,False,False,,7
GetKPITransactionDetails,@useBookDate,bit,1,1,0,False,False,,8
GetLastExamRecallReport,@RecallId,int,4,10,0,False,False,,1
GetLastExamRecallReport,@ItemType,int,4,10,0,False,False,,2
GetLastExamRecallReport,@OrderType,varchar,-1,0,0,False,False,,3
GetLastExamRecallReport,@CarrierList,varchar,-1,0,0,False,False,,4
GetLatestTransTypeAndAmount,@LineItemId,int,4,10,0,False,False,,1
GetMailCheckDetail,@fromdate,datetime,8,23,3,False,False,,1
GetMailCheckDetail,@todate,datetime,8,23,3,False,False,,2
GetMailCheckDetail,@CompanyID,varchar,20,0,0,False,False,,3
GetMailCheckDetail,@OfficeNum,varchar,10,0,0,False,False,,4
GetMemberPayments,@FromDate,datetime,8,23,3,False,False,,1
GetMemberPayments,@ToDate,datetime,8,23,3,False,False,,2
GetMemberPayments,@CompanyID,varchar,20,0,0,False,False,,3
GetMemberPayments,@OfficeNumber,varchar,-1,0,0,False,False,,4
GetMonthlyAppliedPaymentSummary,@fromDate,datetime,8,23,3,False,False,,1
GetMonthlyAppliedPaymentSummary,@toDate,datetime,8,23,3,False,False,,2
GetMonthlyAppliedPaymentSummary,@officeNum,varchar,-1,0,0,False,False,,3
GetMonthlyAppliedPaymentSummary,@doctorIds,varchar,-1,0,0,False,False,,4
GetMonthlyAppliedPaymentSummary,@companyId,varchar,20,0,0,False,False,,5
GetMonthlyAppliedPaymentSummary,@IncludeOldSystemCredit,bit,1,1,0,False,False,,6
GetMonthlyCashSummary,@FromDate,datetime,8,23,3,False,False,,1
GetMonthlyCashSummary,@ToDate,datetime,8,23,3,False,False,,2
GetMonthlyNetSalesSummary,@fromDate,datetime,8,23,3,False,False,,1
GetMonthlyNetSalesSummary,@toDate,datetime,8,23,3,False,False,,2
GetMonthlyNetSalesSummary,@officeNum,varchar,-1,0,0,False,False,,3
GetMonthlyNetSalesSummary,@doctorIds,varchar,-1,0,0,False,False,,4
GetMonthlyNetSalesSummary,@companyId,varchar,20,0,0,False,False,,5
GetMonthlyProductionSummary,@fromdate,datetime,8,23,3,False,False,,1
GetMonthlyProductionSummary,@todate,datetime,8,23,3,False,False,,2
GetMonthlyProductionSummary,@officeNumList,varchar,-1,0,0,False,False,,3
GetMonthlyProductionSummary,@drlist,varchar,-1,0,0,False,False,,4
GetMonthlyProductionSummary,@IncludeOldSystemCredit,bit,1,1,0,False,False,,5
GetOfficeHolidays,@HolidayDates,datetime,8,23,3,False,False,,1
GetOfficeHolidays,@OfficeNum,varchar,20,0,0,False,False,,2
GetOfficeHours,@OfficeNum,varchar,8,0,0,False,False,,1
GetOnHoldClaimsForCutoffDate,@cutOffDate,datetime,8,23,3,False,False,,1
GetOnHoldClaimsForCutoffDate,@FromServiceDate,datetime,8,23,3,False,False,,2
GetOnHoldClaimsForCutoffDate,@ToServiceDate,datetime,8,23,3,False,False,,3
GetOnHoldClaimsForCutoffDate,@FromTransDate,datetime,8,23,3,False,False,,4
GetOnHoldClaimsForCutoffDate,@ToTransDate,datetime,8,23,3,False,False,,5
GetOnHoldClaimsForCutoffDate,@CompanyID,varchar,20,0,0,False,False,,6
GetOnHoldClaimsForCutoffDate,@OfficeNumber,varchar,-1,0,0,False,False,,7
GetOnHoldClaimsForCutoffDate,@CarrierId,varchar,50,0,0,False,False,,8
GetOpenAppointmentSlots,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots,@excludenicetimes,bit,1,1,0,False,False,,8
GetOpenAppointmentSlots_2,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots_2,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots_2,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots_2,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots_2,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots_2,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots_2,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots_2,@excludenicetimes,bit,1,1,0,False,False,,8
GetOpenAppointmentSlots_Dev,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots_Dev,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots_Dev,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots_Dev,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots_Dev,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots_Dev,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots_Dev,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots_Dev2,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots_Dev2,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots_Dev2,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots_Dev2,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots_Dev2,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots_Dev2,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots_Dev2,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots_Dev3,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots_Dev3,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots_Dev3,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots_Dev3,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots_Dev3,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots_Dev3,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots_Dev3,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots_Dev4,@begindate,varchar,20,0,0,False,False,,1
GetOpenAppointmentSlots_Dev4,@enddate,varchar,20,0,0,False,False,,2
GetOpenAppointmentSlots_Dev4,@officeNum,varchar,25,0,0,False,False,,3
GetOpenAppointmentSlots_Dev4,@providerId,int,4,10,0,False,False,,4
GetOpenAppointmentSlots_Dev4,@duration,int,4,10,0,False,False,,5
GetOpenAppointmentSlots_Dev4,@scheduledServiceId,int,4,10,0,False,False,,6
GetOpenAppointmentSlots_Dev4,@scheduledServiceDuration,int,4,10,0,False,False,,7
GetOpenAppointmentSlots_Dev4,@excludenicetimes,bit,1,1,0,False,False,,8
GetOutstandingBalance,@LineItemId,int,4,10,0,False,False,,1
GetOutstandingBalance,@OrderId,int,4,10,0,False,False,,2
GetOutstandingBalance,@Transtypeid,varchar,10,0,0,False,False,,3
GetOutStandingReceivableforClaim,@Claimid,int,4,10,0,False,False,,1
GetOutStandingReceivableforClaim,@LineItemId,int,4,10,0,False,False,,2
GetPackageByIdAndCheckIsValidIOF,@officeNum,varchar,8,0,0,False,False,,1
GetPackageByIdAndCheckIsValidIOF,@description,varchar,50,0,0,False,False,,2
GetPackageByIdAndCheckIsValidIOF,@packageID,int,4,10,0,False,False,,3
GetPackageByIdAndCheckIsValidIOF,@isVSPIOF,bit,1,1,0,False,False,,4
GetPackageLite,@officeNum,varchar,8,0,0,False,False,,1
GetPackageLite,@description,varchar,50,0,0,False,False,,2
GetPackageLite,@packageID,int,4,10,0,False,False,,3
GetPackageLite,@isVSPIOF,bit,1,1,0,False,False,,4
GetPackageLite_Optimized,@officeNum,varchar,8,0,0,False,False,,1
GetPackageLite_Optimized,@description,varchar,50,0,0,False,False,,2
GetPackageLite_Optimized,@packageID,int,4,10,0,False,False,,3
GetPackageLite_Optimized,@isVSPIOF,bit,1,1,0,False,False,,4
GetPaidAmountByClaimId,@ClaimId,int,4,10,0,False,False,,1
GetPaidAmountByClaimId,@Mode,int,4,10,0,False,False,,2
GetPatientDemographicDetailsforGender,@OfficeNum,varchar,-1,0,0,False,False,,1
GetPatientDemographicDetailsforGender,@Gender,varchar,10,0,0,False,False,,2
GetPatientLite,@CompanyID,varchar,20,0,0,False,False,,1
GetPatientLite,@PatientID,int,4,10,0,False,False,,2
GetPatientLite,@FirstName,varchar,30,0,0,False,False,,3
GetPatientLite,@LastName,varchar,30,0,0,False,False,,4
GetPatientLite,@BirthDate,varchar,100,0,0,False,False,,5
GetPatientLite,@PhoneNumber,varchar,50,0,0,False,False,,6
GetPatientLite,@InActive,varchar,10,0,0,False,False,,7
GetPatientLite,@MaxResults,int,4,10,0,False,False,,8
GetPatientLite,@FirstResult,int,4,10,0,False,False,,9
GetPatientLite,@TodaysPatient,varchar,10,0,0,False,False,,10
GetPatientLite,@OfficeNum,varchar,8,0,0,False,False,,11
GetPatientLiteById,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteById,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteById,@PatientID,int,4,10,0,False,False,,3
GetPatientLiteTodaysPatient,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteTodaysPatient,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteTodaysPatient,@OfficeNum,varchar,8,0,0,False,False,,3
GetPatientLiteWithNamesOnly,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteWithNamesOnly,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteWithNamesOnly,@CompanyID,varchar,20,0,0,False,False,,3
GetPatientLiteWithNamesOnly,@FirstName,varchar,30,0,0,False,False,,4
GetPatientLiteWithNamesOnly,@LastName,varchar,30,0,0,False,False,,5
GetPatientLiteWithNamesOnly,@BirthDate,varchar,100,0,0,False,False,,6
GetPatientLiteWithNamesOnly,@InActiveValue,bit,1,1,0,False,False,,7
GetPatientLiteWithNamesOnly,@OfficeId,varchar,8,0,0,False,False,,8
GetPatientLiteWithoutPhone,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteWithoutPhone,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteWithoutPhone,@CompanyID,varchar,20,0,0,False,False,,3
GetPatientLiteWithoutPhone,@FirstName,varchar,30,0,0,False,False,,4
GetPatientLiteWithoutPhone,@LastName,varchar,30,0,0,False,False,,5
GetPatientLiteWithoutPhone,@BirthDate,varchar,100,0,0,False,False,,6
GetPatientLiteWithoutPhone,@InActiveValue,bit,1,1,0,False,False,,7
GetPatientLiteWithoutPhone,@OfficeId,varchar,8,0,0,False,False,,8
GetPatientLiteWithPhone,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteWithPhone,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteWithPhone,@PhoneNumber,varchar,25,0,0,False,False,,3
GetPatientLiteWithPhone,@CompanyID,varchar,20,0,0,False,False,,4
GetPatientLiteWithPhone,@FirstName,varchar,30,0,0,False,False,,5
GetPatientLiteWithPhone,@LastName,varchar,30,0,0,False,False,,6
GetPatientLiteWithPhone,@BirthDate,varchar,100,0,0,False,False,,7
GetPatientLiteWithPhone,@InActiveValue,bit,1,1,0,False,False,,8
GetPatientLiteWithPhone,@OfficeId,varchar,8,0,0,False,False,,9
GetPatientLiteWithPhoneOnly,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientLiteWithPhoneOnly,@FirstResult,int,4,10,0,False,False,,2
GetPatientLiteWithPhoneOnly,@PhoneNumber,varchar,25,0,0,False,False,,3
GetPatientLiteWithPhoneOnly,@CompanyID,varchar,20,0,0,False,False,,4
